date	day	month	year	asx
38387	4	2	2005	4156.2
38394	11	2	2005	4160.8
38401	18	2	2005	4155.0
38408	25	2	2005	4116.4
38415	4	3	2005	4201.9
38422	11	3	2005	4192.5
38429	18	3	2005	4236.8
38436	25	3	2005	4131.6
38443	1	4	2005	4126.4
38450	8	4	2005	4148.5
38457	15	4	2005	3993.4
38464	22	4	2005	4009.6
38471	29	4	2005	3943.1
38478	6	5	2005	3939.8
38485	13	5	2005	3965.5
38492	20	5	2005	3990.8
38499	27	5	2005	4073.9
38506	3	6	2005	4149.3
38513	10	6	2005	4180.0
38520	17	6	2005	4267.3
38527	24	6	2005	4203.8
38534	1	7	2005	4224.1
38541	8	7	2005	4194.0
38548	15	7	2005	4254.2
38555	22	7	2005	4324.2
38562	29	7	2005	4346.7
38569	5	8	2005	4333.1
38576	12	8	2005	4431.9
38583	19	8	2005	4429.9
38590	26	8	2005	4419.1
38597	2	9	2005	4435.9
38604	9	9	2005	4432.7
38611	16	9	2005	4499.4
38618	23	9	2005	4514.0
38625	30	9	2005	4592.6
38632	7	10	2005	4400.1
38639	14	10	2005	4371.3
38646	21	10	2005	4325.2
38653	28	10	2005	4340.5
38660	4	11	2005	4468.3
38667	11	11	2005	4516.8
38674	18	11	2005	4610.6
38681	25	11	2005	4592.5
38688	2	12	2005	4573.8
38695	9	12	2005	4534.8
38702	16	12	2005	4567.3
38709	23	12	2005	4670.0
38716	30	12	2005	4708.8
38723	6	1	2006	4736.4
38730	13	1	2006	4784.3
38737	20	1	2006	4806.1
38744	27	1	2006	4867.3
38751	3	2	2006	4832.1
38758	10	2	2006	4817.7
38765	17	2	2006	4748.5
38772	24	2	2006	4849.4
38779	3	3	2006	4862.1
38786	10	3	2006	4855.0
38793	17	3	2006	4932.7
38800	24	3	2006	5001.6
38807	31	3	2006	5087.2
38814	7	4	2006	5186.6
38821	14	4	2006	5132.3
38828	21	4	2006	5199.1
38835	28	4	2006	5207.0
38842	5	5	2006	5209.5
38849	12	5	2006	5285.5
38856	19	5	2006	5061.2
38863	26	5	2006	5014.7
38870	2	6	2006	5040.4
38877	9	6	2006	4926.8
38884	16	6	2006	4932.2
38891	23	6	2006	4884.4
38898	30	6	2006	5034.0
